ID	B1	B2	B3	B4	B5	B6	B7	NDII
4628	0.1006	0.2557	0.0507	0.0918	0.3066	0.2818	0.2102	-0.049
4629	0.0853	0.2520	0.0446	0.0853	0.2814	0.2363	0.1673	0.032
4630	0.0701	0.2484	0.0385	0.0788	0.2563	0.1909	0.1243	0.131
4631	0.0549	0.2447	0.0323	0.0724	0.2311	0.1454	0.0814	0.255
4632	0.0721	0.1999	0.0374	0.0701	0.2259	0.1979	0.1442	0.005
4633	0.0613	0.2059	0.0336	0.0677	0.2113	0.1637	0.1105	0.114
4634	0.0506	0.2119	0.0297	0.0654	0.1968	0.1296	0.0769	0.241
4635	0.0398	0.2180	0.0259	0.0630	0.1822	0.0954	0.0432	0.391
4636	0.0732	0.1989	0.0378	0.0703	0.2280	0.2017	0.1475	-0.007
4637	0.0630	0.2044	0.0341	0.0681	0.2145	0.1695	0.1155	0.094
4638	0.0528	0.2100	0.0305	0.0659	0.2010	0.1372	0.0835	0.209
4639	0.0426	0.2155	0.0269	0.0637	0.1875	0.1050	0.0515	0.345
4640	0.0744	0.1980	0.0382	0.0706	0.2301	0.2059	0.1512	-0.020
4641	0.0648	0.2030	0.0348	0.0685	0.2177	0.1757	0.1210	0.072
4642	0.0552	0.2080	0.0313	0.0665	0.2053	0.1455	0.0909	0.177
4643	0.0456	0.2131	0.0279	0.0644	0.1929	0.1153	0.0607	0.298
4644	0.0963	0.2565	0.0489	0.0891	0.2999	0.2708	0.2005	-0.027
4645	0.0789	0.2533	0.0419	0.0812	0.2714	0.2199	0.1526	0.071
4646	0.0615	0.2501	0.0348	0.0734	0.2429	0.1690	0.1048	0.194
4647	0.0442	0.2468	0.0278	0.0656	0.2144	0.1180	0.0570	0.353
4648	0.0980	0.2571	0.0496	0.0899	0.3042	0.2767	0.2052	-0.037
4649	0.0815	0.2541	0.0429	0.0825	0.2779	0.2287	0.1598	0.053
4650	0.0650	0.2511	0.0362	0.0751	0.2515	0.1807	0.1143	0.163
4651	0.0486	0.2482	0.0295	0.0677	0.2252	0.1326	0.0689	0.303
4652	0.0999	0.2576	0.0504	0.0908	0.3086	0.2830	0.2104	-0.047
4653	0.0844	0.2549	0.0441	0.0839	0.2845	0.2381	0.1676	0.034
4654	0.0689	0.2522	0.0378	0.0770	0.2604	0.1932	0.1248	0.132
4655	0.0534	0.2495	0.0314	0.0701	0.2362	0.1484	0.0819	0.254
4656	0.0714	0.2019	0.0370	0.0690	0.2278	0.1989	0.1444	0.008
4657	0.0603	0.2090	0.0330	0.0662	0.2142	0.1653	0.1108	0.117
4658	0.0492	0.2160	0.0290	0.0633	0.2006	0.1316	0.0773	0.243
4659	0.0382	0.2230	0.0250	0.0604	0.1870	0.0980	0.0437	0.390
4660	0.0725	0.2008	0.0374	0.0694	0.2298	0.2028	0.1477	-0.005
4661	0.0620	0.2072	0.0336	0.0667	0.2172	0.1710	0.1158	0.096
4662	0.0515	0.2136	0.0298	0.0639	0.2046	0.1393	0.0839	0.211
4663	0.0410	0.2201	0.0260	0.0612	0.1920	0.1076	0.0520	0.343
4664	0.0738	0.1996	0.0378	0.0697	0.2318	0.2069	0.1514	-0.018
4665	0.0639	0.2054	0.0342	0.0672	0.2203	0.1772	0.1213	0.074
4666	0.0539	0.2113	0.0306	0.0646	0.2087	0.1475	0.0912	0.178
4667	0.0440	0.2171	0.0270	0.0621	0.1972	0.1179	0.0612	0.296
4668	0.1047	0.3614	0.0633	0.1449	0.3622	0.2620	0.1404	0.159
4669	0.0908	0.3614	0.0533	0.1273	0.3622	0.2620	0.1404	0.159
4670	0.0814	0.3614	0.0470	0.1142	0.3622	0.2620	0.1404	0.159
4671	0.0748	0.3614	0.0429	0.1041	0.3622	0.2620	0.1404	0.159
4672	0.0699	0.3614	0.0401	0.0960	0.3622	0.2620	0.1404	0.159
4673	0.0662	0.3614	0.0381	0.0894	0.3622	0.2620	0.1404	0.159
4674	0.0634	0.3614	0.0367	0.0839	0.3622	0.2620	0.1404	0.159
4675	0.1053	0.3698	0.0636	0.1465	0.3794	0.2856	0.1550	0.129
4676	0.0911	0.3698	0.0534	0.1285	0.3794	0.2856	0.1550	0.129
4677	0.0817	0.3698	0.0471	0.1151	0.3794	0.2856	0.1550	0.129
4678	0.0749	0.3698	0.0430	0.1048	0.3794	0.2856	0.1550	0.129
4679	0.0700	0.3698	0.0401	0.0966	0.3794	0.2856	0.1550	0.129
4680	0.0663	0.3698	0.0381	0.0899	0.3794	0.2856	0.1550	0.129
4681	0.0635	0.3698	0.0367	0.0843	0.3794	0.2856	0.1550	0.129
4682	0.1066	0.3886	0.0642	0.1500	0.4213	0.3609	0.2206	0.037
4683	0.0919	0.3886	0.0538	0.1310	0.4213	0.3609	0.2206	0.037
4684	0.0822	0.3886	0.0473	0.1170	0.4213	0.3609	0.2206	0.037
4685	0.0754	0.3886	0.0431	0.1063	0.4213	0.3609	0.2206	0.037
4686	0.0703	0.3886	0.0402	0.0978	0.4213	0.3609	0.2206	0.037
4687	0.0666	0.3886	0.0382	0.0909	0.4213	0.3609	0.2206	0.037
4688	0.0637	0.3886	0.0368	0.0851	0.4213	0.3609	0.2206	0.037
4689	0.1047	0.3614	0.0633	0.1449	0.3631	0.2633	0.1412	0.157
4690	0.0908	0.3614	0.0533	0.1273	0.3631	0.2633	0.1412	0.157
4691	0.0814	0.3614	0.0470	0.1142	0.3631	0.2633	0.1412	0.157
4692	0.0748	0.3614	0.0429	0.1041	0.3631	0.2633	0.1412	0.157
4693	0.0699	0.3614	0.0401	0.0960	0.3631	0.2633	0.1412	0.157
4694	0.0662	0.3614	0.0381	0.0894	0.3631	0.2633	0.1412	0.157
4695	0.0634	0.3614	0.0367	0.0839	0.3631	0.2633	0.1412	0.157
4696	0.1059	0.3789	0.0639	0.1482	0.3993	0.3179	0.1790	0.088
4697	0.0915	0.3789	0.0536	0.1297	0.3993	0.3179	0.1790	0.088
4698	0.0819	0.3789	0.0472	0.1161	0.3993	0.3179	0.1790	0.088
4699	0.0751	0.3789	0.0430	0.1055	0.3993	0.3179	0.1790	0.088
4700	0.0702	0.3789	0.0402	0.0972	0.3993	0.3179	0.1790	0.088
4701	0.0665	0.3789	0.0382	0.0904	0.3993	0.3179	0.1790	0.088
4702	0.0636	0.3789	0.0368	0.0847	0.3993	0.3179	0.1790	0.088
4703	0.1053	0.3698	0.0636	0.1465	0.3804	0.2875	0.1562	0.125
4704	0.0911	0.3698	0.0534	0.1285	0.3804	0.2875	0.1562	0.125
4705	0.0817	0.3698	0.0471	0.1151	0.3804	0.2875	0.1562	0.125
4706	0.0749	0.3698	0.0430	0.1048	0.3804	0.2875	0.1562	0.125
4707	0.0700	0.3698	0.0401	0.0966	0.3804	0.2875	0.1562	0.125
4708	0.0663	0.3698	0.0381	0.0899	0.3804	0.2875	0.1562	0.125
4709	0.0635	0.3698	0.0367	0.0843	0.3804	0.2875	0.1562	0.125
4710	0.1047	0.3614	0.0633	0.1449	0.3639	0.2648	0.1420	0.154
4711	0.0908	0.3614	0.0533	0.1273	0.3639	0.2648	0.1420	0.154
4712	0.0814	0.3614	0.0470	0.1142	0.3639	0.2648	0.1420	0.154
4713	0.0748	0.3614	0.0429	0.1041	0.3639	0.2648	0.1420	0.154
4714	0.0699	0.3614	0.0401	0.0960	0.3639	0.2648	0.1420	0.154
4715	0.0662	0.3614	0.0381	0.0894	0.3639	0.2648	0.1420	0.154
4716	0.0634	0.3614	0.0367	0.0839	0.3639	0.2648	0.1420	0.154
4717	0.1041	0.3534	0.0630	0.1432	0.3493	0.2471	0.1325	0.177
4718	0.0904	0.3534	0.0531	0.1261	0.3493	0.2471	0.1325	0.177
4719	0.0811	0.3534	0.0469	0.1133	0.3493	0.2471	0.1325	0.177
4720	0.0746	0.3534	0.0428	0.1034	0.3493	0.2471	0.1325	0.177
4721	0.0697	0.3534	0.0400	0.0954	0.3493	0.2471	0.1325	0.177
4722	0.0661	0.3534	0.0381	0.0889	0.3493	0.2471	0.1325	0.177
4723	0.0633	0.3534	0.0367	0.0835	0.3493	0.2471	0.1325	0.177
4724	0.1041	0.3534	0.0630	0.1432	0.3501	0.2482	0.1330	0.175
4725	0.0904	0.3534	0.0531	0.1261	0.3501	0.2482	0.1330	0.175
4726	0.0811	0.3534	0.0469	0.1133	0.3501	0.2482	0.1330	0.175
4727	0.0746	0.3534	0.0428	0.1034	0.3501	0.2482	0.1330	0.175
4728	0.0697	0.3534	0.0400	0.0954	0.3501	0.2482	0.1330	0.175
4729	0.0661	0.3534	0.0381	0.0889	0.3501	0.2482	0.1330	0.175
4730	0.0633	0.3534	0.0367	0.0835	0.3501	0.2482	0.1330	0.175
4731	0.1047	0.3614	0.0633	0.1449	0.3647	0.2662	0.1428	0.152
4732	0.0908	0.3614	0.0533	0.1273	0.3647	0.2662	0.1428	0.152
4733	0.0814	0.3614	0.0470	0.1142	0.3647	0.2662	0.1428	0.152
4734	0.0748	0.3614	0.0429	0.1041	0.3647	0.2662	0.1428	0.152
4735	0.0699	0.3614	0.0401	0.0960	0.3647	0.2662	0.1428	0.152
4736	0.0662	0.3614	0.0381	0.0894	0.3647	0.2662	0.1428	0.152
4737	0.0634	0.3614	0.0367	0.0839	0.3647	0.2662	0.1428	0.152
4738	0.1053	0.3698	0.0636	0.1465	0.3813	0.2893	0.1575	0.122
4739	0.0911	0.3698	0.0534	0.1285	0.3813	0.2893	0.1575	0.122
4740	0.0817	0.3698	0.0471	0.1151	0.3813	0.2893	0.1575	0.122
4741	0.0749	0.3698	0.0430	0.1048	0.3813	0.2893	0.1575	0.122
4742	0.0700	0.3698	0.0401	0.0966	0.3813	0.2893	0.1575	0.122
4743	0.0663	0.3698	0.0381	0.0899	0.3813	0.2893	0.1575	0.122
4744	0.0635	0.3698	0.0367	0.0843	0.3813	0.2893	0.1575	0.122
4745	0.1059	0.3789	0.0639	0.1482	0.4004	0.3205	0.1811	0.084
4746	0.0915	0.3789	0.0536	0.1297	0.4004	0.3205	0.1811	0.084
4747	0.0819	0.3789	0.0472	0.1161	0.4004	0.3205	0.1811	0.084
4748	0.0751	0.3789	0.0430	0.1055	0.4004	0.3205	0.1811	0.084
4749	0.0702	0.3789	0.0402	0.0972	0.4004	0.3205	0.1811	0.084
4750	0.0665	0.3789	0.0382	0.0904	0.4004	0.3205	0.1811	0.084
4751	0.0636	0.3789	0.0368	0.0847	0.4004	0.3205	0.1811	0.084
4752	0.1041	0.3534	0.0630	0.1432	0.3508	0.2494	0.1336	0.173
4753	0.0904	0.3534	0.0531	0.1261	0.3508	0.2494	0.1336	0.173
4754	0.0811	0.3534	0.0469	0.1133	0.3508	0.2494	0.1336	0.173
4755	0.0746	0.3534	0.0428	0.1034	0.3508	0.2494	0.1336	0.173
4756	0.0697	0.3534	0.0400	0.0954	0.3508	0.2494	0.1336	0.173
4757	0.0661	0.3534	0.0381	0.0889	0.3508	0.2494	0.1336	0.173
4758	0.0633	0.3534	0.0367	0.0835	0.3508	0.2494	0.1336	0.173
4759	0.1066	0.3886	0.0642	0.1500	0.4226	0.3650	0.2248	0.031
4760	0.0919	0.3886	0.0538	0.1310	0.4226	0.3650	0.2248	0.031
4761	0.0822	0.3886	0.0473	0.1170	0.4226	0.3650	0.2248	0.031
4762	0.0754	0.3886	0.0431	0.1063	0.4226	0.3650	0.2248	0.031
4763	0.0703	0.3886	0.0402	0.0978	0.4226	0.3650	0.2248	0.031
4764	0.0666	0.3886	0.0382	0.0909	0.4226	0.3650	0.2248	0.031
4765	0.0637	0.3886	0.0368	0.0851	0.4226	0.3650	0.2248	0.031
4766	0.1047	0.3614	0.0633	0.1449	0.3655	0.2677	0.1436	0.149
4767	0.0908	0.3614	0.0533	0.1273	0.3655	0.2677	0.1436	0.149
4768	0.0814	0.3614	0.0470	0.1142	0.3655	0.2677	0.1436	0.149
4769	0.0748	0.3614	0.0429	0.1041	0.3655	0.2677	0.1436	0.149
4770	0.0699	0.3614	0.0401	0.0960	0.3655	0.2677	0.1436	0.149
4771	0.0662	0.3614	0.0381	0.0894	0.3655	0.2677	0.1436	0.149
4772	0.0634	0.3614	0.0367	0.0839	0.3655	0.2677	0.1436	0.149
4773	0.1053	0.3698	0.0636	0.1465	0.3823	0.2913	0.1588	0.119
4774	0.0911	0.3698	0.0534	0.1285	0.3823	0.2913	0.1588	0.119
4775	0.0817	0.3698	0.0471	0.1151	0.3823	0.2913	0.1588	0.119
4776	0.0749	0.3698	0.0430	0.1048	0.3823	0.2913	0.1588	0.119
4777	0.0700	0.3698	0.0401	0.0966	0.3823	0.2913	0.1588	0.119
4778	0.0663	0.3698	0.0381	0.0899	0.3823	0.2913	0.1588	0.119
4779	0.0635	0.3698	0.0367	0.0843	0.3823	0.2913	0.1588	0.119
4780	0.1041	0.3534	0.0630	0.1432	0.3516	0.2506	0.1342	0.170
4781	0.0904	0.3534	0.0531	0.1261	0.3516	0.2506	0.1342	0.170
4782	0.0811	0.3534	0.0469	0.1133	0.3516	0.2506	0.1342	0.170
4783	0.0746	0.3534	0.0428	0.1034	0.3516	0.2506	0.1342	0.170
4784	0.0697	0.3534	0.0400	0.0954	0.3516	0.2506	0.1342	0.170
4785	0.0661	0.3534	0.0381	0.0889	0.3516	0.2506	0.1342	0.170
4786	0.0633	0.3534	0.0367	0.0835	0.3516	0.2506	0.1342	0.170
4787	0.1047	0.3614	0.0633	0.1449	0.3664	0.2691	0.1445	0.146
4788	0.0908	0.3614	0.0533	0.1273	0.3664	0.2691	0.1445	0.146
4789	0.0814	0.3614	0.0470	0.1142	0.3664	0.2691	0.1445	0.146
4790	0.0748	0.3614	0.0429	0.1041	0.3664	0.2691	0.1445	0.146
4791	0.0699	0.3614	0.0401	0.0960	0.3664	0.2691	0.1445	0.146
4792	0.0662	0.3614	0.0381	0.0894	0.3664	0.2691	0.1445	0.146
4793	0.0634	0.3614	0.0367	0.0839	0.3664	0.2691	0.1445	0.146
4794	0.1059	0.3789	0.0639	0.1482	0.4015	0.3231	0.1833	0.079
4795	0.0915	0.3789	0.0536	0.1297	0.4015	0.3231	0.1833	0.079
4796	0.0819	0.3789	0.0472	0.1161	0.4015	0.3231	0.1833	0.079
4797	0.0751	0.3789	0.0430	0.1055	0.4015	0.3231	0.1833	0.079
4798	0.0702	0.3789	0.0402	0.0972	0.4015	0.3231	0.1833	0.079
4799	0.0665	0.3789	0.0382	0.0904	0.4015	0.3231	0.1833	0.079
4800	0.0636	0.3789	0.0368	0.0847	0.4015	0.3231	0.1833	0.079
4801	0.1041	0.3534	0.0630	0.1432	0.3523	0.2518	0.1348	0.168
4802	0.0904	0.3534	0.0531	0.1261	0.3523	0.2518	0.1348	0.168
4803	0.0811	0.3534	0.0469	0.1133	0.3523	0.2518	0.1348	0.168
4804	0.0746	0.3534	0.0428	0.1034	0.3523	0.2518	0.1348	0.168
4805	0.0697	0.3534	0.0400	0.0954	0.3523	0.2518	0.1348	0.168
4806	0.0661	0.3534	0.0381	0.0889	0.3523	0.2518	0.1348	0.168
4807	0.0633	0.3534	0.0367	0.0835	0.3523	0.2518	0.1348	0.168
4808	0.1053	0.3698	0.0636	0.1465	0.3832	0.2932	0.1601	0.116
4809	0.0911	0.3698	0.0534	0.1285	0.3832	0.2932	0.1601	0.116
4810	0.0817	0.3698	0.0471	0.1151	0.3832	0.2932	0.1601	0.116
4811	0.0749	0.3698	0.0430	0.1048	0.3832	0.2932	0.1601	0.116
4812	0.0700	0.3698	0.0401	0.0966	0.3832	0.2932	0.1601	0.116
4813	0.0663	0.3698	0.0381	0.0899	0.3832	0.2932	0.1601	0.116
4814	0.0635	0.3698	0.0367	0.0843	0.3832	0.2932	0.1601	0.116
4815	0.1047	0.3614	0.0633	0.1449	0.3672	0.2707	0.1454	0.144
4816	0.0908	0.3614	0.0533	0.1273	0.3672	0.2707	0.1454	0.144
4817	0.0814	0.3614	0.0470	0.1142	0.3672	0.2707	0.1454	0.144
4818	0.0748	0.3614	0.0429	0.1041	0.3672	0.2707	0.1454	0.144
4819	0.0699	0.3614	0.0401	0.0960	0.3672	0.2707	0.1454	0.144
4820	0.0662	0.3614	0.0381	0.0894	0.3672	0.2707	0.1454	0.144
4821	0.0634	0.3614	0.0367	0.0839	0.3672	0.2707	0.1454	0.144
4822	0.1041	0.3534	0.0630	0.1432	0.3531	0.2530	0.1354	0.166
4823	0.0904	0.3534	0.0531	0.1261	0.3531	0.2530	0.1354	0.166
4824	0.0811	0.3534	0.0469	0.1133	0.3531	0.2530	0.1354	0.166
4825	0.0746	0.3534	0.0428	0.1034	0.3531	0.2530	0.1354	0.166
4826	0.0697	0.3534	0.0400	0.0954	0.3531	0.2530	0.1354	0.166
4827	0.0661	0.3534	0.0381	0.0889	0.3531	0.2530	0.1354	0.166
4828	0.0633	0.3534	0.0367	0.0835	0.3531	0.2530	0.1354	0.166
4829	0.1041	0.3534	0.0630	0.1432	0.3536	0.2542	0.1360	0.163
4830	0.0904	0.3534	0.0531	0.1261	0.3536	0.2542	0.1360	0.163
4831	0.0811	0.3534	0.0469	0.1133	0.3536	0.2542	0.1360	0.163
4832	0.0746	0.3534	0.0428	0.1034	0.3536	0.2542	0.1360	0.163
4833	0.0697	0.3534	0.0400	0.0954	0.3536	0.2542	0.1360	0.163
4834	0.0661	0.3534	0.0381	0.0889	0.3536	0.2542	0.1360	0.163
4835	0.0633	0.3534	0.0367	0.0835	0.3536	0.2542	0.1360	0.163
4836	0.1047	0.3614	0.0633	0.1449	0.3681	0.2722	0.1463	0.141
4837	0.0908	0.3614	0.0533	0.1273	0.3681	0.2722	0.1463	0.141
4838	0.0814	0.3614	0.0470	0.1142	0.3681	0.2722	0.1463	0.141
4839	0.0748	0.3614	0.0429	0.1041	0.3681	0.2722	0.1463	0.141
4840	0.0699	0.3614	0.0401	0.0960	0.3681	0.2722	0.1463	0.141
4841	0.0662	0.3614	0.0381	0.0894	0.3681	0.2722	0.1463	0.141
4842	0.0634	0.3614	0.0367	0.0839	0.3681	0.2722	0.1463	0.141
4843	0.1053	0.3698	0.0636	0.1465	0.3842	0.2952	0.1615	0.112
4844	0.0911	0.3698	0.0534	0.1285	0.3842	0.2952	0.1615	0.112
4845	0.0817	0.3698	0.0471	0.1151	0.3842	0.2952	0.1615	0.112
4846	0.0749	0.3698	0.0430	0.1048	0.3842	0.2952	0.1615	0.112
4847	0.0700	0.3698	0.0401	0.0966	0.3842	0.2952	0.1615	0.112
4848	0.0663	0.3698	0.0381	0.0899	0.3842	0.2952	0.1615	0.112
4849	0.0635	0.3698	0.0367	0.0843	0.3842	0.2952	0.1615	0.112
4850	0.1059	0.3789	0.0639	0.1482	0.4026	0.3259	0.1856	0.075
4851	0.0915	0.3789	0.0536	0.1297	0.4026	0.3259	0.1856	0.075
4852	0.0819	0.3789	0.0472	0.1161	0.4026	0.3259	0.1856	0.075
4853	0.0751	0.3789	0.0430	0.1055	0.4026	0.3259	0.1856	0.075
4854	0.0702	0.3789	0.0402	0.0972	0.4026	0.3259	0.1856	0.075
4855	0.0665	0.3789	0.0382	0.0904	0.4026	0.3259	0.1856	0.075
4856	0.0636	0.3789	0.0368	0.0847	0.4026	0.3259	0.1856	0.075
4857	0.1066	0.3886	0.0642	0.1500	0.4239	0.3689	0.2293	0.026
4858	0.0919	0.3886	0.0538	0.1310	0.4239	0.3689	0.2293	0.026
4859	0.0822	0.3886	0.0473	0.1170	0.4239	0.3689	0.2293	0.026
4860	0.0754	0.3886	0.0431	0.1063	0.4239	0.3689	0.2293	0.026
4861	0.0703	0.3886	0.0402	0.0978	0.4239	0.3689	0.2293	0.026
4862	0.0666	0.3886	0.0382	0.0909	0.4239	0.3689	0.2293	0.026
4863	0.0637	0.3886	0.0368	0.0851	0.4239	0.3689	0.2293	0.026
4864	0.1041	0.3534	0.0630	0.1432	0.3534	0.2554	0.1367	0.161
4865	0.0904	0.3534	0.0531	0.1261	0.3534	0.2554	0.1367	0.161
4866	0.0811	0.3534	0.0469	0.1133	0.3534	0.2554	0.1367	0.161
4867	0.0746	0.3534	0.0428	0.1034	0.3534	0.2554	0.1367	0.161
4868	0.0697	0.3534	0.0400	0.0954	0.3534	0.2554	0.1367	0.161
4869	0.0661	0.3534	0.0381	0.0889	0.3534	0.2554	0.1367	0.161
4870	0.0633	0.3534	0.0367	0.0835	0.3534	0.2554	0.1367	0.161
4871	0.1047	0.3614	0.0633	0.1449	0.3689	0.2738	0.1472	0.138
4872	0.0908	0.3614	0.0533	0.1273	0.3689	0.2738	0.1472	0.138
4873	0.0814	0.3614	0.0470	0.1142	0.3689	0.2738	0.1472	0.138
4874	0.0748	0.3614	0.0429	0.1041	0.3689	0.2738	0.1472	0.138
4875	0.0699	0.3614	0.0401	0.0960	0.3689	0.2738	0.1472	0.138
4876	0.0662	0.3614	0.0381	0.0894	0.3689	0.2738	0.1472	0.138
4877	0.0634	0.3614	0.0367	0.0839	0.3689	0.2738	0.1472	0.138
4878	0.1053	0.3698	0.0636	0.1465	0.3852	0.2973	0.1629	0.109
4879	0.0911	0.3698	0.0534	0.1285	0.3852	0.2973	0.1629	0.109
4880	0.0817	0.3698	0.0471	0.1151	0.3852	0.2973	0.1629	0.109
4881	0.0749	0.3698	0.0430	0.1048	0.3852	0.2973	0.1629	0.109
4882	0.0700	0.3698	0.0401	0.0966	0.3852	0.2973	0.1629	0.109
4883	0.0663	0.3698	0.0381	0.0899	0.3852	0.2973	0.1629	0.109
4884	0.0635	0.3698	0.0367	0.0843	0.3852	0.2973	0.1629	0.109
4885	0.1041	0.3534	0.0630	0.1432	0.3445	0.2567	0.1373	0.158
4886	0.0904	0.3534	0.0531	0.1261	0.3445	0.2567	0.1373	0.158
4887	0.0811	0.3534	0.0469	0.1133	0.3445	0.2567	0.1373	0.158
4888	0.0746	0.3534	0.0428	0.1034	0.3445	0.2567	0.1373	0.158
4889	0.0697	0.3534	0.0400	0.0954	0.3445	0.2567	0.1373	0.158
4890	0.0661	0.3534	0.0381	0.0889	0.3445	0.2567	0.1373	0.158
4891	0.0633	0.3534	0.0367	0.0835	0.3445	0.2567	0.1373	0.158
4892	0.1059	0.3789	0.0639	0.1482	0.4037	0.3287	0.1880	0.071
4893	0.0915	0.3789	0.0536	0.1297	0.4037	0.3287	0.1880	0.071
4894	0.0819	0.3789	0.0472	0.1161	0.4037	0.3287	0.1880	0.071
4895	0.0751	0.3789	0.0430	0.1055	0.4037	0.3287	0.1880	0.071
4896	0.0702	0.3789	0.0402	0.0972	0.4037	0.3287	0.1880	0.071
4897	0.0665	0.3789	0.0382	0.0904	0.4037	0.3287	0.1880	0.071
4898	0.0636	0.3789	0.0368	0.0847	0.4037	0.3287	0.1880	0.071
4899	0.1047	0.3614	0.0633	0.1449	0.3698	0.2754	0.1482	0.135
4900	0.0908	0.3614	0.0533	0.1273	0.3698	0.2754	0.1482	0.135
4901	0.0814	0.3614	0.0470	0.1142	0.3698	0.2754	0.1482	0.135
4902	0.0748	0.3614	0.0429	0.1041	0.3698	0.2754	0.1482	0.135
4903	0.0699	0.3614	0.0401	0.0960	0.3698	0.2754	0.1482	0.135
4904	0.0662	0.3614	0.0381	0.0894	0.3698	0.2754	0.1482	0.135
4905	0.0634	0.3614	0.0367	0.0839	0.3698	0.2754	0.1482	0.135
4906	0.1041	0.3534	0.0630	0.1432	0.3559	0.2580	0.1380	0.156
4907	0.0904	0.3534	0.0531	0.1261	0.3559	0.2580	0.1380	0.156
4908	0.0811	0.3534	0.0469	0.1133	0.3559	0.2580	0.1380	0.156
4909	0.0746	0.3534	0.0428	0.1034	0.3559	0.2580	0.1380	0.156
4910	0.0697	0.3534	0.0400	0.0954	0.3559	0.2580	0.1380	0.156
4911	0.0661	0.3534	0.0381	0.0889	0.3559	0.2580	0.1380	0.156
4912	0.0633	0.3534	0.0367	0.0835	0.3559	0.2580	0.1380	0.156
4913	0.1053	0.3698	0.0636	0.1465	0.3861	0.2994	0.1644	0.105
4914	0.0911	0.3698	0.0534	0.1285	0.3861	0.2994	0.1644	0.105
4915	0.0817	0.3698	0.0471	0.1151	0.3861	0.2994	0.1644	0.105
4916	0.0749	0.3698	0.0430	0.1048	0.3861	0.2994	0.1644	0.105
4917	0.0700	0.3698	0.0401	0.0966	0.3861	0.2994	0.1644	0.105
4918	0.0663	0.3698	0.0381	0.0899	0.3861	0.2994	0.1644	0.105
4919	0.0635	0.3698	0.0367	0.0843	0.3861	0.2994	0.1644	0.105
4920	0.1047	0.3614	0.0633	0.1449	0.3707	0.2770	0.1492	0.132
4921	0.0908	0.3614	0.0533	0.1273	0.3707	0.2770	0.1492	0.132
4922	0.0814	0.3614	0.0470	0.1142	0.3707	0.2770	0.1492	0.132
4923	0.0748	0.3614	0.0429	0.1041	0.3707	0.2770	0.1492	0.132
4924	0.0699	0.3614	0.0401	0.0960	0.3707	0.2770	0.1492	0.132
4925	0.0662	0.3614	0.0381	0.0894	0.3707	0.2770	0.1492	0.132
4926	0.0634	0.3614	0.0367	0.0839	0.3707	0.2770	0.1492	0.132
4927	0.1041	0.3534	0.0630	0.1432	0.3568	0.2593	0.1387	0.154
4928	0.0904	0.3534	0.0531	0.1261	0.3568	0.2593	0.1387	0.154
4929	0.0811	0.3534	0.0469	0.1133	0.3568	0.2593	0.1387	0.154
4930	0.0746	0.3534	0.0428	0.1034	0.3568	0.2593	0.1387	0.154
4931	0.0697	0.3534	0.0400	0.0954	0.3568	0.2593	0.1387	0.154
4932	0.0661	0.3534	0.0381	0.0889	0.3568	0.2593	0.1387	0.154
4933	0.0633	0.3534	0.0367	0.0835	0.3568	0.2593	0.1387	0.154
4934	0.1066	0.3886	0.0642	0.1500	0.4252	0.3730	0.2340	0.021
4935	0.0919	0.3886	0.0538	0.1310	0.4252	0.3730	0.2340	0.021
4936	0.0822	0.3886	0.0473	0.1170	0.4252	0.3730	0.2340	0.021
4937	0.0754	0.3886	0.0431	0.1063	0.4252	0.3730	0.2340	0.021
4938	0.0703	0.3886	0.0402	0.0978	0.4252	0.3730	0.2340	0.021
4939	0.0666	0.3886	0.0382	0.0909	0.4252	0.3730	0.2340	0.021
4940	0.0637	0.3886	0.0368	0.0851	0.4252	0.3730	0.2340	0.021
4941	0.1059	0.3789	0.0639	0.1482	0.4048	0.3315	0.1905	0.067
4942	0.0915	0.3789	0.0536	0.1297	0.4048	0.3315	0.1905	0.067
4943	0.0819	0.3789	0.0472	0.1161	0.4048	0.3315	0.1905	0.067
4944	0.0751	0.3789	0.0430	0.1055	0.4048	0.3315	0.1905	0.067
4945	0.0702	0.3789	0.0402	0.0972	0.4048	0.3315	0.1905	0.067
4946	0.0665	0.3789	0.0382	0.0904	0.4048	0.3315	0.1905	0.067
4947	0.0636	0.3789	0.0368	0.0847	0.4048	0.3315	0.1905	0.067
4948	0.1053	0.3698	0.0636	0.1465	0.3871	0.3015	0.1659	0.102
4949	0.0911	0.3698	0.0534	0.1285	0.3871	0.3015	0.1659	0.102
4950	0.0817	0.3698	0.0471	0.1151	0.3871	0.3015	0.1659	0.102
4951	0.0749	0.3698	0.0430	0.1048	0.3871	0.3015	0.1659	0.102
4952	0.0700	0.3698	0.0401	0.0966	0.3871	0.3015	0.1659	0.102
4953	0.0663	0.3698	0.0381	0.0899	0.3871	0.3015	0.1659	0.102
4954	0.0635	0.3698	0.0367	0.0843	0.3871	0.3015	0.1659	0.102
4955	0.1047	0.3614	0.0633	0.1449	0.3715	0.2787	0.1502	0.129
4956	0.0908	0.3614	0.0533	0.1273	0.3715	0.2787	0.1502	0.129
4957	0.0814	0.3614	0.0470	0.1142	0.3715	0.2787	0.1502	0.129
4958	0.0748	0.3614	0.0429	0.1041	0.3715	0.2787	0.1502	0.129
4959	0.0699	0.3614	0.0401	0.0960	0.3715	0.2787	0.1502	0.129
