ID,FMC,VEGTYPE,red_630_690,nir1_780_900,blue_450_520,green_530_610,nir2_1230_1250,swir1_1550_1750,swir2_2090_2350
1950,151.4,grass,0.0846,0.3194,0.0463,0.1053,0.3694,0.3383,0.21899999999999997
1951,151.4,grass,0.0795,0.3194,0.0431,0.0975,0.3694,0.3383,0.21899999999999997
1952,151.4,grass,0.0757,0.3194,0.040999999999999995,0.0913,0.3694,0.3383,0.21899999999999997
1953,151.4,grass,0.0728,0.3194,0.0395,0.0862,0.3694,0.3383,0.21899999999999997
1954,151.4,grass,0.0706,0.3194,0.0384,0.08199999999999999,0.3694,0.3383,0.21899999999999997
1955,151.3,grass,0.1014,0.304,0.0582,0.1249,0.3431,0.2907,0.174
1956,151.3,grass,0.091,0.304,0.0507,0.1126,0.3431,0.2907,0.174
1957,151.3,grass,0.084,0.304,0.0461,0.1032,0.3431,0.2907,0.174
1958,151.3,grass,0.079,0.304,0.043,0.0959,0.3431,0.2907,0.174
1959,151.3,grass,0.0753,0.304,0.0409,0.09,0.3431,0.2907,0.174
1960,151.3,grass,0.0725,0.304,0.0394,0.0851,0.3431,0.2907,0.174
1961,151.3,grass,0.0704,0.304,0.0383,0.0811,0.3431,0.2907,0.174
1962,149.2,grass,0.1019,0.3089,0.0584,0.1261,0.3514,0.3043,0.1846
1963,149.2,grass,0.0913,0.3089,0.0509,0.1135,0.3514,0.3043,0.1846
1964,149.2,grass,0.0842,0.3089,0.0461,0.1039,0.3514,0.3043,0.1846
1965,149.2,grass,0.0792,0.3089,0.043,0.0964,0.3514,0.3043,0.1846
1966,149.2,grass,0.0754,0.3089,0.0409,0.0904,0.3514,0.3043,0.1846
1967,149.2,grass,0.0726,0.3089,0.0394,0.0855,0.3514,0.3043,0.1846
1968,149.2,grass,0.0705,0.3089,0.0384,0.0814,0.3514,0.3043,0.1846
1969,146.3,grass,0.1014,0.304,0.0582,0.1249,0.3437,0.2921,0.175
1970,146.3,grass,0.091,0.304,0.0507,0.1126,0.3437,0.2921,0.175
1971,146.3,grass,0.084,0.304,0.0461,0.1032,0.3437,0.2921,0.175
1972,146.3,grass,0.079,0.304,0.043,0.0959,0.3437,0.2921,0.175
1973,146.3,grass,0.0753,0.304,0.0409,0.09,0.3437,0.2921,0.175
1974,146.3,grass,0.0725,0.304,0.0394,0.0851,0.3437,0.2921,0.175
1975,146.3,grass,0.0704,0.304,0.0383,0.0811,0.3437,0.2921,0.175
1976,146.0,grass,0.1023,0.314,0.0586,0.1273,0.3603,0.3206,0.1996
1977,146.0,grass,0.0916,0.314,0.051,0.1143,0.3603,0.3206,0.1996
1978,146.0,grass,0.0844,0.314,0.0462,0.1046,0.3603,0.3206,0.1996
1979,146.0,grass,0.0793,0.314,0.0431,0.09699999999999999,0.3603,0.3206,0.1996
1980,146.0,grass,0.0755,0.314,0.0409,0.0908,0.3603,0.3206,0.1996
1981,146.0,grass,0.0727,0.314,0.0394,0.0858,0.3603,0.3206,0.1996
1982,146.0,grass,0.0705,0.314,0.0384,0.0817,0.3603,0.3206,0.1996
1983,145.0,grass,0.1032,0.3251,0.0591,0.1297,0.3801,0.3631,0.2535
1984,145.0,grass,0.0922,0.3251,0.0513,0.1161,0.3801,0.3631,0.2535
1985,145.0,grass,0.0848,0.3251,0.0464,0.106,0.3801,0.3631,0.2535
1986,145.0,grass,0.0796,0.3251,0.0432,0.0981,0.3801,0.3631,0.2535
1987,145.0,grass,0.0758,0.3251,0.040999999999999995,0.0917,0.3801,0.3631,0.2535
1988,145.0,grass,0.0729,0.3251,0.0395,0.0866,0.3801,0.3631,0.2535
1989,145.0,grass,0.0707,0.3251,0.0384,0.0823,0.3801,0.3631,0.2535
1990,143.1,grass,0.1019,0.3089,0.0584,0.1261,0.35200000000000004,0.3059,0.18600000000000003
1991,143.1,grass,0.0913,0.3089,0.0509,0.1135,0.35200000000000004,0.3059,0.18600000000000003
1992,143.1,grass,0.0842,0.3089,0.0461,0.1039,0.35200000000000004,0.3059,0.18600000000000003
1993,143.1,grass,0.0792,0.3089,0.043,0.0964,0.35200000000000004,0.3059,0.18600000000000003
1994,143.1,grass,0.0754,0.3089,0.0409,0.0904,0.35200000000000004,0.3059,0.18600000000000003
1995,143.1,grass,0.0726,0.3089,0.0394,0.0855,0.35200000000000004,0.3059,0.18600000000000003
1996,143.1,grass,0.0705,0.3089,0.0384,0.0814,0.35200000000000004,0.3059,0.18600000000000003
1997,141.3,grass,0.1014,0.304,0.0582,0.1249,0.3443,0.2935,0.17600000000000002
1998,141.3,grass,0.091,0.304,0.0507,0.1126,0.3443,0.2935,0.17600000000000002
1999,141.3,grass,0.084,0.304,0.0461,0.1032,0.3443,0.2935,0.17600000000000002
2000,141.3,grass,0.079,0.304,0.043,0.0959,0.3443,0.2935,0.17600000000000002
2001,141.3,grass,0.0753,0.304,0.0409,0.09,0.3443,0.2935,0.17600000000000002
2002,141.3,grass,0.0725,0.304,0.0394,0.0851,0.3443,0.2935,0.17600000000000002
2003,141.3,grass,0.0704,0.304,0.0383,0.0811,0.3443,0.2935,0.17600000000000002
2004,140.0,grass,0.1028,0.3194,0.0588,0.1285,0.3701,0.3405,0.2219
2005,140.0,grass,0.0919,0.3194,0.0511,0.1152,0.3701,0.3405,0.2219
2006,140.0,grass,0.0846,0.3194,0.0463,0.1053,0.3701,0.3405,0.2219
2007,140.0,grass,0.0795,0.3194,0.0431,0.0975,0.3701,0.3405,0.2219
2008,140.0,grass,0.0757,0.3194,0.040999999999999995,0.0913,0.3701,0.3405,0.2219
2009,140.0,grass,0.0728,0.3194,0.0395,0.0862,0.3701,0.3405,0.2219
2010,140.0,grass,0.0706,0.3194,0.0384,0.08199999999999999,0.3701,0.3405,0.2219
2011,138.0,grass,0.1023,0.314,0.0586,0.1273,0.361,0.3227,0.2016
2012,138.0,grass,0.0916,0.314,0.051,0.1143,0.361,0.3227,0.2016
2013,138.0,grass,0.0844,0.314,0.0462,0.1046,0.361,0.3227,0.2016
2014,138.0,grass,0.0793,0.314,0.0431,0.09699999999999999,0.361,0.3227,0.2016
2015,138.0,grass,0.0755,0.314,0.0409,0.0908,0.361,0.3227,0.2016
2016,138.0,grass,0.0727,0.314,0.0394,0.0858,0.361,0.3227,0.2016
2017,138.0,grass,0.0705,0.314,0.0384,0.0817,0.361,0.3227,0.2016
2018,136.9,grass,0.1019,0.3089,0.0584,0.1261,0.3526,0.3077,0.1874
2019,136.9,grass,0.0913,0.3089,0.0509,0.1135,0.3526,0.3077,0.1874
2020,136.9,grass,0.0842,0.3089,0.0461,0.1039,0.3526,0.3077,0.1874
2021,136.9,grass,0.0792,0.3089,0.043,0.0964,0.3526,0.3077,0.1874
2022,136.9,grass,0.0754,0.3089,0.0409,0.0904,0.3526,0.3077,0.1874
2023,136.9,grass,0.0726,0.3089,0.0394,0.0855,0.3526,0.3077,0.1874
2024,136.9,grass,0.0705,0.3089,0.0384,0.0814,0.3526,0.3077,0.1874
2025,136.3,grass,0.1014,0.304,0.0582,0.1249,0.3448,0.295,0.177
2026,136.3,grass,0.091,0.304,0.0507,0.1126,0.3448,0.295,0.177
2027,136.3,grass,0.084,0.304,0.0461,0.1032,0.3448,0.295,0.177
2028,136.3,grass,0.079,0.304,0.043,0.0959,0.3448,0.295,0.177
2029,136.3,grass,0.0753,0.304,0.0409,0.09,0.3448,0.295,0.177
2030,136.3,grass,0.0725,0.304,0.0394,0.0851,0.3448,0.295,0.177
2031,136.3,grass,0.0704,0.304,0.0383,0.0811,0.3448,0.295,0.177
2032,131.3,grass,0.1014,0.304,0.0582,0.1249,0.3454,0.2965,0.1781
2033,131.3,grass,0.091,0.304,0.0507,0.1126,0.3454,0.2965,0.1781
2034,131.3,grass,0.084,0.304,0.0461,0.1032,0.3454,0.2965,0.1781
2035,131.3,grass,0.079,0.304,0.043,0.0959,0.3454,0.2965,0.1781
2036,131.3,grass,0.0753,0.304,0.0409,0.09,0.3454,0.2965,0.1781
2037,131.3,grass,0.0725,0.304,0.0394,0.0851,0.3454,0.2965,0.1781
2038,131.3,grass,0.0704,0.304,0.0383,0.0811,0.3454,0.2965,0.1781
2039,130.8,grass,0.1019,0.3089,0.0584,0.1261,0.3532,0.3094,0.1889
2040,130.8,grass,0.0913,0.3089,0.0509,0.1135,0.3532,0.3094,0.1889
2041,130.8,grass,0.0842,0.3089,0.0461,0.1039,0.3532,0.3094,0.1889
2042,130.8,grass,0.0792,0.3089,0.043,0.0964,0.3532,0.3094,0.1889
2043,130.8,grass,0.0754,0.3089,0.0409,0.0904,0.3532,0.3094,0.1889
2044,130.8,grass,0.0726,0.3089,0.0394,0.0855,0.3532,0.3094,0.1889
2045,130.8,grass,0.0705,0.3089,0.0384,0.0814,0.3532,0.3094,0.1889
2046,130.0,grass,0.1023,0.314,0.0586,0.1273,0.3617,0.3248,0.2036
2047,130.0,grass,0.0916,0.314,0.051,0.1143,0.3617,0.3248,0.2036
2048,130.0,grass,0.0844,0.314,0.0462,0.1046,0.3617,0.3248,0.2036
2049,130.0,grass,0.0793,0.314,0.0431,0.09699999999999999,0.3617,0.3248,0.2036
2050,130.0,grass,0.0755,0.314,0.0409,0.0908,0.3617,0.3248,0.2036
2051,130.0,grass,0.0727,0.314,0.0394,0.0858,0.3617,0.3248,0.2036
2052,130.0,grass,0.0705,0.314,0.0384,0.0817,0.3617,0.3248,0.2036
2053,128.6,grass,0.1028,0.3194,0.0588,0.1285,0.3709,0.3434,0.2249
2054,128.6,grass,0.0919,0.3194,0.0511,0.1152,0.3709,0.3434,0.2249
2055,128.6,grass,0.0846,0.3194,0.0463,0.1053,0.3709,0.3434,0.2249
2056,128.6,grass,0.0795,0.3194,0.0431,0.0975,0.3709,0.3434,0.2249
2057,128.6,grass,0.0757,0.3194,0.040999999999999995,0.0913,0.3709,0.3434,0.2249
2058,128.6,grass,0.0728,0.3194,0.0395,0.0862,0.3709,0.3434,0.2249
2059,128.6,grass,0.0706,0.3194,0.0384,0.08199999999999999,0.3709,0.3434,0.2249
2060,126.3,grass,0.1014,0.304,0.0582,0.1249,0.34600000000000003,0.298,0.1793
2061,126.3,grass,0.091,0.304,0.0507,0.1126,0.34600000000000003,0.298,0.1793
2062,126.3,grass,0.084,0.304,0.0461,0.1032,0.34600000000000003,0.298,0.1793
2063,126.3,grass,0.079,0.304,0.043,0.0959,0.34600000000000003,0.298,0.1793
2064,126.3,grass,0.0753,0.304,0.0409,0.09,0.34600000000000003,0.298,0.1793
2065,126.3,grass,0.0725,0.304,0.0394,0.0851,0.34600000000000003,0.298,0.1793
2066,126.3,grass,0.0704,0.304,0.0383,0.0811,0.34600000000000003,0.298,0.1793
2067,125.0,grass,0.1032,0.3251,0.0591,0.1297,0.3809,0.3663,0.2585
2068,125.0,grass,0.0922,0.3251,0.0513,0.1161,0.3809,0.3663,0.2585
2069,125.0,grass,0.0848,0.3251,0.0464,0.106,0.3809,0.3663,0.2585
2070,125.0,grass,0.0796,0.3251,0.0432,0.0981,0.3809,0.3663,0.2585
2071,125.0,grass,0.0758,0.3251,0.040999999999999995,0.0917,0.3809,0.3663,0.2585
2072,125.0,grass,0.0729,0.3251,0.0395,0.0866,0.3809,0.3663,0.2585
2073,125.0,grass,0.0707,0.3251,0.0384,0.0823,0.3809,0.3663,0.2585
2074,124.6,grass,0.1019,0.3089,0.0584,0.1261,0.3539,0.3112,0.1904
2075,124.6,grass,0.0913,0.3089,0.0509,0.1135,0.3539,0.3112,0.1904
2076,124.6,grass,0.0842,0.3089,0.0461,0.1039,0.3539,0.3112,0.1904
2077,124.6,grass,0.0792,0.3089,0.043,0.0964,0.3539,0.3112,0.1904
2078,124.6,grass,0.0754,0.3089,0.0409,0.0904,0.3539,0.3112,0.1904
2079,124.6,grass,0.0726,0.3089,0.0394,0.0855,0.3539,0.3112,0.1904
2080,124.6,grass,0.0705,0.3089,0.0384,0.0814,0.3539,0.3112,0.1904
2081,122.0,grass,0.1023,0.314,0.0586,0.1273,0.3624,0.3269,0.2058
2082,122.0,grass,0.0916,0.314,0.051,0.1143,0.3624,0.3269,0.2058
2083,122.0,grass,0.0844,0.314,0.0462,0.1046,0.3624,0.3269,0.2058
2084,122.0,grass,0.0793,0.314,0.0431,0.09699999999999999,0.3624,0.3269,0.2058
2085,122.0,grass,0.0755,0.314,0.0409,0.0908,0.3624,0.3269,0.2058
2086,122.0,grass,0.0727,0.314,0.0394,0.0858,0.3624,0.3269,0.2058
2087,122.0,grass,0.0705,0.314,0.0384,0.0817,0.3624,0.3269,0.2058
2088,121.3,grass,0.1014,0.304,0.0582,0.1249,0.3466,0.2995,0.1804
2089,121.3,grass,0.091,0.304,0.0507,0.1126,0.3466,0.2995,0.1804
2090,121.3,grass,0.084,0.304,0.0461,0.1032,0.3466,0.2995,0.1804
2091,121.3,grass,0.079,0.304,0.043,0.0959,0.3466,0.2995,0.1804
2092,121.3,grass,0.0753,0.304,0.0409,0.09,0.3466,0.2995,0.1804
2093,121.3,grass,0.0725,0.304,0.0394,0.0851,0.3466,0.2995,0.1804
2094,121.3,grass,0.0704,0.304,0.0383,0.0811,0.3466,0.2995,0.1804
2095,118.5,grass,0.1019,0.3089,0.0584,0.1261,0.3545,0.313,0.192
2096,118.5,grass,0.0913,0.3089,0.0509,0.1135,0.3545,0.313,0.192
2097,118.5,grass,0.0842,0.3089,0.0461,0.1039,0.3545,0.313,0.192
2098,118.5,grass,0.0792,0.3089,0.043,0.0964,0.3545,0.313,0.192
2099,118.5,grass,0.0754,0.3089,0.0409,0.0904,0.3545,0.313,0.192
2100,118.5,grass,0.0726,0.3089,0.0394,0.0855,0.3545,0.313,0.192
2101,118.5,grass,0.0705,0.3089,0.0384,0.0814,0.3545,0.313,0.192
2102,117.1,grass,0.1028,0.3194,0.0588,0.1285,0.3716,0.34600000000000003,0.2282
2103,117.1,grass,0.0919,0.3194,0.0511,0.1152,0.3716,0.34600000000000003,0.2282
2104,117.1,grass,0.0846,0.3194,0.0463,0.1053,0.3716,0.34600000000000003,0.2282
2105,117.1,grass,0.0795,0.3194,0.0431,0.0975,0.3716,0.34600000000000003,0.2282
2106,117.1,grass,0.0757,0.3194,0.040999999999999995,0.0913,0.3716,0.34600000000000003,0.2282
2107,117.1,grass,0.0728,0.3194,0.0395,0.0862,0.3716,0.34600000000000003,0.2282
2108,117.1,grass,0.0706,0.3194,0.0384,0.08199999999999999,0.3716,0.34600000000000003,0.2282
2109,116.3,grass,0.1014,0.304,0.0582,0.1249,0.3472,0.3011,0.1816
2110,116.3,grass,0.091,0.304,0.0507,0.1126,0.3472,0.3011,0.1816
2111,116.3,grass,0.084,0.304,0.0461,0.1032,0.3472,0.3011,0.1816
2112,116.3,grass,0.079,0.304,0.043,0.0959,0.3472,0.3011,0.1816
2113,116.3,grass,0.0753,0.304,0.0409,0.09,0.3472,0.3011,0.1816
2114,116.3,grass,0.0725,0.304,0.0394,0.0851,0.3472,0.3011,0.1816
2115,116.3,grass,0.0704,0.304,0.0383,0.0811,0.3472,0.3011,0.1816
2116,114.0,grass,0.1023,0.314,0.0586,0.1273,0.3631,0.3291,0.20800000000000002
2117,114.0,grass,0.0916,0.314,0.051,0.1143,0.3631,0.3291,0.20800000000000002
2118,114.0,grass,0.0844,0.314,0.0462,0.1046,0.3631,0.3291,0.20800000000000002
2119,114.0,grass,0.0793,0.314,0.0431,0.09699999999999999,0.3631,0.3291,0.20800000000000002
2120,114.0,grass,0.0755,0.314,0.0409,0.0908,0.3631,0.3291,0.20800000000000002
2121,114.0,grass,0.0727,0.314,0.0394,0.0858,0.3631,0.3291,0.20800000000000002
2122,114.0,grass,0.0705,0.314,0.0384,0.0817,0.3631,0.3291,0.20800000000000002
2123,112.3,grass,0.1019,0.3089,0.0584,0.1261,0.3552,0.3149,0.1936
2124,112.3,grass,0.0913,0.3089,0.0509,0.1135,0.3552,0.3149,0.1936
2125,112.3,grass,0.0842,0.3089,0.0461,0.1039,0.3552,0.3149,0.1936
2126,112.3,grass,0.0792,0.3089,0.043,0.0964,0.3552,0.3149,0.1936
2127,112.3,grass,0.0754,0.3089,0.0409,0.0904,0.3552,0.3149,0.1936
2128,112.3,grass,0.0726,0.3089,0.0394,0.0855,0.3552,0.3149,0.1936
2129,112.3,grass,0.0705,0.3089,0.0384,0.0814,0.3552,0.3149,0.1936
2130,111.3,grass,0.1014,0.304,0.0582,0.1249,0.3478,0.3027,0.1829
2131,111.3,grass,0.091,0.304,0.0507,0.1126,0.3478,0.3027,0.1829
2132,111.3,grass,0.084,0.304,0.0461,0.1032,0.3478,0.3027,0.1829
2133,111.3,grass,0.079,0.304,0.043,0.0959,0.3478,0.3027,0.1829
2134,111.3,grass,0.0753,0.304,0.0409,0.09,0.3478,0.3027,0.1829
2135,111.3,grass,0.0725,0.304,0.0394,0.0851,0.3478,0.3027,0.1829
2136,111.3,grass,0.0704,0.304,0.0383,0.0811,0.3478,0.3027,0.1829
2137,106.3,grass,0.1014,0.304,0.0582,0.1249,0.3484,0.3044,0.1842
2138,106.3,grass,0.091,0.304,0.0507,0.1126,0.3484,0.3044,0.1842
2139,106.3,grass,0.084,0.304,0.0461,0.1032,0.3484,0.3044,0.1842
2140,106.3,grass,0.079,0.304,0.043,0.0959,0.3484,0.3044,0.1842
2141,106.3,grass,0.0753,0.304,0.0409,0.09,0.3484,0.3044,0.1842
2142,106.3,grass,0.0725,0.304,0.0394,0.0851,0.3484,0.3044,0.1842
2143,106.3,grass,0.0704,0.304,0.0383,0.0811,0.3484,0.3044,0.1842
2144,106.2,grass,0.1019,0.3089,0.0584,0.1261,0.3558,0.3168,0.1953
2145,106.2,grass,0.0913,0.3089,0.0509,0.1135,0.3558,0.3168,0.1953
2146,106.2,grass,0.0842,0.3089,0.0461,0.1039,0.3558,0.3168,0.1953
2147,106.2,grass,0.0792,0.3089,0.043,0.0964,0.3558,0.3168,0.1953
2148,106.2,grass,0.0754,0.3089,0.0409,0.0904,0.3558,0.3168,0.1953
2149,106.2,grass,0.0726,0.3089,0.0394,0.0855,0.3558,0.3168,0.1953
2150,106.2,grass,0.0705,0.3089,0.0384,0.0814,0.3558,0.3168,0.1953
2151,106.0,grass,0.1023,0.314,0.0586,0.1273,0.3638,0.3314,0.2103
2152,106.0,grass,0.0916,0.314,0.051,0.1143,0.3638,0.3314,0.2103
2153,106.0,grass,0.0844,0.314,0.0462,0.1046,0.3638,0.3314,0.2103
2154,106.0,grass,0.0793,0.314,0.0431,0.09699999999999999,0.3638,0.3314,0.2103
2155,106.0,grass,0.0755,0.314,0.0409,0.0908,0.3638,0.3314,0.2103
2156,106.0,grass,0.0727,0.314,0.0394,0.0858,0.3638,0.3314,0.2103
2157,106.0,grass,0.0705,0.314,0.0384,0.0817,0.3638,0.3314,0.2103
2158,105.7,grass,0.1028,0.3194,0.0588,0.1285,0.3724,0.3487,0.2315
2159,105.7,grass,0.0919,0.3194,0.0511,0.1152,0.3724,0.3487,0.2315
2160,105.7,grass,0.0846,0.3194,0.0463,0.1053,0.3724,0.3487,0.2315
2161,105.7,grass,0.0795,0.3194,0.0431,0.0975,0.3724,0.3487,0.2315
2162,105.7,grass,0.0757,0.3194,0.040999999999999995,0.0913,0.3724,0.3487,0.2315
2163,105.7,grass,0.0728,0.3194,0.0395,0.0862,0.3724,0.3487,0.2315
2164,105.7,grass,0.0706,0.3194,0.0384,0.08199999999999999,0.3724,0.3487,0.2315
2165,105.0,grass,0.1032,0.3251,0.0591,0.1297,0.3818,0.3696,0.2638
2166,105.0,grass,0.0922,0.3251,0.0513,0.1161,0.3818,0.3696,0.2638
2167,105.0,grass,0.0848,0.3251,0.0464,0.106,0.3818,0.3696,0.2638
2168,105.0,grass,0.0796,0.3251,0.0432,0.0981,0.3818,0.3696,0.2638
2169,105.0,grass,0.0758,0.3251,0.040999999999999995,0.0917,0.3818,0.3696,0.2638
2170,105.0,grass,0.0729,0.3251,0.0395,0.0866,0.3818,0.3696,0.2638
2171,105.0,grass,0.0707,0.3251,0.0384,0.0823,0.3818,0.3696,0.2638
2172,101.3,grass,0.1014,0.304,0.0582,0.1249,0.349,0.3061,0.1855
2173,101.3,grass,0.091,0.304,0.0507,0.1126,0.349,0.3061,0.1855
2174,101.3,grass,0.084,0.304,0.0461,0.1032,0.349,0.3061,0.1855
2175,101.3,grass,0.079,0.304,0.043,0.0959,0.349,0.3061,0.1855
2176,101.3,grass,0.0753,0.304,0.0409,0.09,0.349,0.3061,0.1855
2177,101.3,grass,0.0725,0.304,0.0394,0.0851,0.349,0.3061,0.1855
2178,101.3,grass,0.0704,0.304,0.0383,0.0811,0.349,0.3061,0.1855
2179,100.0,grass,0.1019,0.3089,0.0584,0.1261,0.3565,0.3188,0.1971
2180,100.0,grass,0.0913,0.3089,0.0509,0.1135,0.3565,0.3188,0.1971
2181,100.0,grass,0.0842,0.3089,0.0461,0.1039,0.3565,0.3188,0.1971
2182,100.0,grass,0.0792,0.3089,0.043,0.0964,0.3565,0.3188,0.1971
2183,100.0,grass,0.0754,0.3089,0.0409,0.0904,0.3565,0.3188,0.1971
2184,100.0,grass,0.0726,0.3089,0.0394,0.0855,0.3565,0.3188,0.1971
2185,100.0,grass,0.0705,0.3089,0.0384,0.0814,0.3565,0.3188,0.1971
2186,98.0,grass,0.1023,0.314,0.0586,0.1273,0.3645,0.3337,0.2128
2187,98.0,grass,0.0916,0.314,0.051,0.1143,0.3645,0.3337,0.2128
2188,98.0,grass,0.0844,0.314,0.0462,0.1046,0.3645,0.3337,0.2128
2189,98.0,grass,0.0793,0.314,0.0431,0.09699999999999999,0.3645,0.3337,0.2128
2190,98.0,grass,0.0755,0.314,0.0409,0.0908,0.3645,0.3337,0.2128
2191,98.0,grass,0.0727,0.314,0.0394,0.0858,0.3645,0.3337,0.2128
2192,98.0,grass,0.0705,0.314,0.0384,0.0817,0.3645,0.3337,0.2128
2193,96.3,grass,0.1014,0.304,0.0582,0.1249,0.3497,0.3078,0.1869
2194,96.3,grass,0.091,0.304,0.0507,0.1126,0.3497,0.3078,0.1869
2195,96.3,grass,0.084,0.304,0.0461,0.1032,0.3497,0.3078,0.1869
2196,96.3,grass,0.079,0.304,0.043,0.0959,0.3497,0.3078,0.1869
2197,96.3,grass,0.0753,0.304,0.0409,0.09,0.3497,0.3078,0.1869
2198,96.3,grass,0.0725,0.304,0.0394,0.0851,0.3497,0.3078,0.1869
2199,96.3,grass,0.0704,0.304,0.0383,0.0811,0.3497,0.3078,0.1869
2200,94.3,grass,0.1028,0.3194,0.0588,0.1285,0.3732,0.3514,0.2351
2201,94.3,grass,0.0919,0.3194,0.0511,0.1152,0.3732,0.3514,0.2351
2202,94.3,grass,0.0846,0.3194,0.0463,0.1053,0.3732,0.3514,0.2351
2203,94.3,grass,0.0795,0.3194,0.0431,0.0975,0.3732,0.3514,0.2351
2204,94.3,grass,0.0757,0.3194,0.040999999999999995,0.0913,0.3732,0.3514,0.2351
2205,94.3,grass,0.0728,0.3194,0.0395,0.0862,0.3732,0.3514,0.2351
2206,94.3,grass,0.0706,0.3194,0.0384,0.08199999999999999,0.3732,0.3514,0.2351
2207,93.8,grass,0.1019,0.3089,0.0584,0.1261,0.3571,0.3208,0.19899999999999998
2208,93.8,grass,0.0913,0.3089,0.0509,0.1135,0.3571,0.3208,0.19899999999999998
2209,93.8,grass,0.0842,0.3089,0.0461,0.1039,0.3571,0.3208,0.19899999999999998
2210,93.8,grass,0.0792,0.3089,0.043,0.0964,0.3571,0.3208,0.19899999999999998
2211,93.8,grass,0.0754,0.3089,0.0409,0.0904,0.3571,0.3208,0.19899999999999998
2212,93.8,grass,0.0726,0.3089,0.0394,0.0855,0.3571,0.3208,0.19899999999999998
2213,93.8,grass,0.0705,0.3089,0.0384,0.0814,0.3571,0.3208,0.19899999999999998
2214,91.3,grass,0.1014,0.304,0.0582,0.1249,0.3503,0.3095,0.1884
2215,91.3,grass,0.091,0.304,0.0507,0.1126,0.3503,0.3095,0.1884
2216,91.3,grass,0.084,0.304,0.0461,0.1032,0.3503,0.3095,0.1884
2217,91.3,grass,0.079,0.304,0.043,0.0959,0.3503,0.3095,0.1884
2218,91.3,grass,0.0753,0.304,0.0409,0.09,0.3503,0.3095,0.1884
2219,91.3,grass,0.0725,0.304,0.0394,0.0851,0.3503,0.3095,0.1884
2220,91.3,grass,0.0704,0.304,0.0383,0.0811,0.3503,0.3095,0.1884
2221,90.0,grass,0.1023,0.314,0.0586,0.1273,0.3652,0.336,0.2154
2222,90.0,grass,0.0916,0.314,0.051,0.1143,0.3652,0.336,0.2154
2223,90.0,grass,0.0844,0.314,0.0462,0.1046,0.3652,0.336,0.2154
2224,90.0,grass,0.0793,0.314,0.0431,0.09699999999999999,0.3652,0.336,0.2154
2225,90.0,grass,0.0755,0.314,0.0409,0.0908,0.3652,0.336,0.2154
2226,90.0,grass,0.0727,0.314,0.0394,0.0858,0.3652,0.336,0.2154
2227,90.0,grass,0.0705,0.314,0.0384,0.0817,0.3652,0.336,0.2154
2228,87.7,grass,0.1019,0.3089,0.0584,0.1261,0.3578,0.3228,0.2009
2229,87.7,grass,0.0913,0.3089,0.0509,0.1135,0.3578,0.3228,0.2009
2230,87.7,grass,0.0842,0.3089,0.0461,0.1039,0.3578,0.3228,0.2009
2231,87.7,grass,0.0792,0.3089,0.043,0.0964,0.3578,0.3228,0.2009
2232,87.7,grass,0.0754,0.3089,0.0409,0.0904,0.3578,0.3228,0.2009
2233,87.7,grass,0.0726,0.3089,0.0394,0.0855,0.3578,0.3228,0.2009
2234,87.7,grass,0.0705,0.3089,0.0384,0.0814,0.3578,0.3228,0.2009
2235,86.3,grass,0.1014,0.304,0.0582,0.1249,0.3509,0.3113,0.1899
2236,86.3,grass,0.091,0.304,0.0507,0.1126,0.3509,0.3113,0.1899
2237,86.3,grass,0.084,0.304,0.0461,0.1032,0.3509,0.3113,0.1899
2238,86.3,grass,0.079,0.304,0.043,0.0959,0.3509,0.3113,0.1899
2239,86.3,grass,0.0753,0.304,0.0409,0.09,0.3509,0.3113,0.1899
2240,86.3,grass,0.0725,0.304,0.0394,0.0851,0.3509,0.3113,0.1899
2241,86.3,grass,0.0704,0.304,0.0383,0.0811,0.3509,0.3113,0.1899
2242,85.0,grass,0.1032,0.3251,0.0591,0.1297,0.3826,0.373,0.2696
2243,85.0,grass,0.0922,0.3251,0.0513,0.1161,0.3826,0.373,0.2696
2244,85.0,grass,0.0848,0.3251,0.0464,0.106,0.3826,0.373,0.2696
2245,85.0,grass,0.0796,0.3251,0.0432,0.0981,0.3826,0.373,0.2696
2246,85.0,grass,0.0758,0.3251,0.040999999999999995,0.0917,0.3826,0.373,0.2696
2247,85.0,grass,0.0729,0.3251,0.0395,0.0866,0.3826,0.373,0.2696
2248,85.0,grass,0.0707,0.3251,0.0384,0.0823,0.3826,0.373,0.2696
2249,82.9,grass,0.1028,0.3194,0.0588,0.1285,0.3739,0.3543,0.2389
2250,82.9,grass,0.0919,0.3194,0.0511,0.1152,0.3739,0.3543,0.2389
2251,82.9,grass,0.0846,0.3194,0.0463,0.1053,0.3739,0.3543,0.2389
2252,82.9,grass,0.0795,0.3194,0.0431,0.0975,0.3739,0.3543,0.2389
2253,82.9,grass,0.0757,0.3194,0.040999999999999995,0.0913,0.3739,0.3543,0.2389
2254,82.9,grass,0.0728,0.3194,0.0395,0.0862,0.3739,0.3543,0.2389
2255,82.9,grass,0.0706,0.3194,0.0384,0.08199999999999999,0.3739,0.3543,0.2389
2256,69.2,grass,0.0978,0.2473,0.0519,0.1011,0.3092,0.303,0.2126
2257,69.2,grass,0.0922,0.2473,0.0479,0.0948,0.3092,0.303,0.2126
2258,69.2,grass,0.0883,0.2473,0.0453,0.0899,0.3092,0.303,0.2126
